NUMERO_CARTE,NOM_FICHIER,DATEPUBF,DATSUPF,ECHELLE,EDIT,FORMAT,ZONE,PAYS,REGION,AUTEUR,AURSECD,lien,LONGWEST,LONGEST,LATSUD,LATNORD
968,CM_968_Pub_1842,1842,1905,1/14 400,Dépôt Général de la Marine.,GA (88 x 59 cm),MEDITERRANEE,FRANCE (Côte Sud),"LION (Golfe), BANDOL (Baie), SAINT-NAZAIRE (Baie), BRUSC (Baie)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_968_Pub_1842/file/ARCHIVES_CM_968_Pub_1842.7z,,,,
968,CM_968_Pub_1842_Ed_1878_Corr_1893,1842,1905,1/14 400,Dépôt Général de la Marine.,GA (88 x 59 cm),MEDITERRANEE,FRANCE (Côte Sud),"LION (Golfe), BANDOL (Baie), SAINT-NAZAIRE (Baie), BRUSC (Baie)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_968_Pub_1842_Ed_1878_Corr_1893/file/ARCHIVES_CM_968_Pub_1842_Ed_1878_Corr_1893.7z,,,,
969,CM_969_Pub_1842,1842,1904,1/14 400,Dépôt Général de la Marine.,45 x 29 in DA (58 x 45 cm),MEDITERRANEE,FRANCE (Côte Sud),"PROVENCE, BORMES (Rade)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_969_Pub_1842/file/ARCHIVES_CM_969_Pub_1842.7z,,,,
969,CM_969_Pub_1842_Ed_1873_Corr_1900,1842,1904,1/14 400,Dépôt Général de la Marine.,45 x 29 in DA (58 x 45 cm),MEDITERRANEE,FRANCE (Côte Sud),"PROVENCE, BORMES (Rade)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_969_Pub_1842_Ed_1873_Corr_1900/file/ARCHIVES_CM_969_Pub_1842_Ed_1873_Corr_1900.7z,,,,
970,CM_970_Pub_1843,1843,1985,1/118 400,Dépôt Général de la Marine.,GA (86 x 56 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),"BREHAT (île), BATZ (île)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_970_Pub_1843/file/ARCHIVES_CM_970_Pub_1843.7z,,,,
970,CM_970_Pub_1843_Ed_1910_Corr_1911,1843,1985,1/118 400,Dépôt Général de la Marine.,GA (86 x 56 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),"BREHAT (île), BATZ (île)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_970_Pub_1843_Ed_1910_Corr_1911/file/ARCHIVES_CM_970_Pub_1843_Ed_1910_Corr_1911.7z,,,,
970,CM_970_Pub_1843_Ed_1958_GC_1980_Corr_1984,1843,1985,1/118 400,"Service Hydrographique et Océanographique de la Marine, Paris.",GA (86 x 56 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),"BREHAT (île), BATZ (île)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_970_Pub_1843_Ed_1958_GC_1980_Corr_1984/file/ARCHIVES_CM_970_Pub_1843_Ed_1958_GC_1980_Corr_1984.7z,,,,
971,CM_971_Pub_1843_Ed_1887_Corr_1899,1843,1953,1/118 600,Dépôt Général de la Marine.,GA (85 x 56 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),"BATZ (île), OUESSANT (île)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_971_Pub_1843_Ed_1887_Corr_1899/file/ARCHIVES_CM_971_Pub_1843_Ed_1887_Corr_1899.7z,,,,
971,CM_971_Pub_1843_Ed_1947,1843,1953,1/118 600,"Service Hydrographique de la Marine, Paris.",GA (85 x 56 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),"BATZ (île), OUESSANT (île)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_971_Pub_1843_Ed_1947/file/ARCHIVES_CM_971_Pub_1843_Ed_1947.7z,,,,
972,CM_972_Pub_1843_Ed_1913_Corr_1927,1843,1994,1/14 400,Dépôt Général de la Marine.,GA (86 x 61 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),TREGUIER (Rivière),,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_972_Pub_1843_Ed_1913_Corr_1927/file/ARCHIVES_CM_972_Pub_1843_Ed_1913_Corr_1927.7z,,,,
972,CM_972_Pub_1843_Ed_1913_Corr_1991,1843,1994,1/14 400,"Service Hydrographique de la Marine, Paris.",GA (86 x 61 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),TREGUIER (Rivière),,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_972_Pub_1843_Ed_1913_Corr_1991/file/ARCHIVES_CM_972_Pub_1843_Ed_1913_Corr_1991.7z,,,,
973,CM_973_Pub_1843,1843,1994,1/14 400,Dépôt Général de la Marine.,DA (65 x 40 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),TREGUIER (Rivière),,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_973_Pub_1843/file/ARCHIVES_CM_973_Pub_1843.7z,,,,
973,CM_973_Pub_1843_Ed_1897_Corr_1910,1843,1994,1/14 400,Dépôt Général de la Marine.,DA (65 x 40 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),TREGUIER (Rivière),,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_973_Pub_1843_Ed_1897_Corr_1910/file/ARCHIVES_CM_973_Pub_1843_Ed_1897_Corr_1910.7z,,,,
973,CM_973_Pub_1843_Ed_1924_Corr_1991,1843,1994,1/14 400,"Service Hydrographique de la Marine, Paris.",DA (65 x 40 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),TREGUIER (Rivière),,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_973_Pub_1843_Ed_1924_Corr_1991/file/ARCHIVES_CM_973_Pub_1843_Ed_1924_Corr_1991.7z,,,,
974,CM_974_Pub_1843_Ed_1886_Corr_1922,1843,1995,1/14 400,Dépôt Général de la Marine.,GA (97 x 61 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),"PORT BLANC, PERROS (Anse)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_974_Pub_1843_Ed_1886_Corr_1922/file/ARCHIVES_CM_974_Pub_1843_Ed_1886_Corr_1922.7z,,,,
974,CM_974_Pub_1843_Ed_1966_Corr_1995,1843,1995,1/14 400,"Service Hydrographique de la Marine, Paris.",GA (97 x 61 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),"PORT BLANC, PERROS (Anse)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_974_Pub_1843_Ed_1966_Corr_1995/file/ARCHIVES_CM_974_Pub_1843_Ed_1966_Corr_1995.7z,,,,
975,CM_975_Pub_1843_Ed_1887_Corr_1898,1843,1942,1/14 400,Dépôt Général de la Marine.,GA (94 x 61 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),BATZ (île - Abords),,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_975_Pub_1843_Ed_1887_Corr_1898/file/ARCHIVES_CM_975_Pub_1843_Ed_1887_Corr_1898.7z,,,,
975,CM_975_Pub_1843_Ed_1922_Remp_1931_Corr_1937,1843,1942,1/14 400,"Dépôt Général de la Marine, Paris.",GA (94 x 61 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),BATZ (île - Abords),,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_975_Pub_1843_Ed_1922_Remp_1931_Corr_1937/file/ARCHIVES_CM_975_Pub_1843_Ed_1922_Remp_1931_Corr_1937.7z,,,,
976,CM_976_Pub_1843_Ed_1862,1843,0,1/3 382 500,Dépôt Général de la Marine.,GA (89 x 57 cm),"ATLANTIQUE,MEXIQUE (Golfe)",,ANTILLES (Partie Nord),BEAUTEMPS-BEAUPRE,"COLLIN (E),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_976_Pub_1843_Ed_1862/file/ARCHIVES_CM_976_Pub_1843_Ed_1862.7z,,,,
977,CM_977_Pub_1843_Ed_1853,1843,0,1/567 500,Dépôt Général de la Marine.,GA (85 x 59 cm),INDIEN (Océan),"INDONESIE,MALAISIE","MALACCA (Détroit - Partie Nord), PENANG (Poulo), PARCELAR (Mont)","BEAUTEMPS-BEAUPRE,GIVRY,GRESSIER","COLLIN (E),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_977_Pub_1843_Ed_1853/file/ARCHIVES_CM_977_Pub_1843_Ed_1853.7z,,,,
978,CM_978_Pub_1843_Ed_1853,1843,0,1/569 000,Dépôt Général de la Marine.,GA (88 x 59 cm),PACIFIQUE,"INDONESIE,MALAISIE","MALACCA (Détroit - Partie Sud), PARCELAR (Mont), SINGAPOUR",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_978_Pub_1843_Ed_1853/file/ARCHIVES_CM_978_Pub_1843_Ed_1853.7z,,,,
979,CM_979_Pub_1843,1843,1911,1/50 350,Dépôt Général de la Marine.,GA (88 x 58 cm),MEDITERRANEE,FRANCE (Côte Sud),"GIENS (Presqu'île), AIGLE (Bec)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_979_Pub_1843/file/ARCHIVES_CM_979_Pub_1843.7z,,,,
979,CM_979_Pub_1843_Ed_1874_Corr_1878,1843,1911,1/50 350,Dépôt Général de la Marine.,GA (88 x 58 cm),MEDITERRANEE,FRANCE (Côte Sud),"GIENS (Presqu'île), AIGLE (Bec)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_979_Pub_1843_Ed_1874_Corr_1878/file/ARCHIVES_CM_979_Pub_1843_Ed_1874_Corr_1878.7z,,,,
979,CM_979_Pub_1843_Ed_1879_Corr_1902,1843,1911,1/50 350,Dépôt Général de la Marine.,GA (88 x 58 cm),MEDITERRANEE,FRANCE (Côte Sud),"GIENS (Presqu'île), AIGLE (Bec)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_979_Pub_1843_Ed_1879_Corr_1902/file/ARCHIVES_CM_979_Pub_1843_Ed_1879_Corr_1902.7z,,,,
980,CM_980_Pub_1843,1843,1912,1/51 200,Dépôt Général de la Marine.,GA (90 x 60 cm),MEDITERRANEE,FRANCE (Côte Sud),"CAMARAT (Cap), GIENS (Presqu'île)","BEAUTEMPS-BEAUPRE,GRESSIER","COLLIN (E),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_980_Pub_1843/file/ARCHIVES_CM_980_Pub_1843.7z,,,,
980,CM_980_Pub_1843_Ed_1873,1843,1912,1/51 200,Dépôt Général de la Marine.,GA (90 x 60 cm),MEDITERRANEE,FRANCE (Côte Sud),"CAMARAT (Cap), GIENS (Presqu'île)","BEAUTEMPS-BEAUPRE,GRESSIER","COLLIN (E),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_980_Pub_1843_Ed_1873/file/ARCHIVES_CM_980_Pub_1843_Ed_1873.7z,,,,
980,CM_980_Pub_1843_Ed_1896_Corr_1911,1843,1912,1/51 200,Dépôt Général de la Marine.,GA (90 x 60 cm),MEDITERRANEE,FRANCE (Côte Sud),"CAMARAT (Cap), GIENS (Presqu'île)","BEAUTEMPS-BEAUPRE,GRESSIER","COLLIN (E),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_980_Pub_1843_Ed_1896_Corr_1911/file/ARCHIVES_CM_980_Pub_1843_Ed_1896_Corr_1911.7z,,,,
981,CM_981_Pub_1843,1843,1904,1/14 400,Dépôt Général de la Marine.,GA (58 x 40 cm),MEDITERRANEE,FRANCE (Côte Sud),"PROVENCE, AGAY (Rade)","BEAUTEMPS-BEAUPRE,GRESSIER","COLLIN (E),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_981_Pub_1843/file/ARCHIVES_CM_981_Pub_1843.7z,,,,
981,CM_981_Pub_1843_Ed_1873,1843,1904,1/14 400,Dépôt Général de la Marine.,GA (58 x 40 cm),MEDITERRANEE,FRANCE (Côte Sud),"PROVENCE, AGAY (Rade)","BEAUTEMPS-BEAUPRE,GRESSIER","COLLIN (E),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_981_Pub_1843_Ed_1873/file/ARCHIVES_CM_981_Pub_1843_Ed_1873.7z,,,,
981,CM_981_Pub_1843_Ed_1873_Corr_1903,1843,1904,1/14 400,Dépôt Général de la Marine.,GA (58 x 40 cm),MEDITERRANEE,FRANCE (Côte Sud),"PROVENCE, AGAY (Rade)","BEAUTEMPS-BEAUPRE,GRESSIER","COLLIN (E),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_981_Pub_1843_Ed_1873_Corr_1903/file/ARCHIVES_CM_981_Pub_1843_Ed_1873_Corr_1903.7z,,,,
982,CM_982_Pub_1843_Corr_1878,1843,0,1/17 800,Dépôt Général de la Marine.,GA (85 x 58 cm),"ATLANTIQUE,AMERIQUE DU NORD (Côte Est)",,"TERRE-NEUVE (Côte Sud), SAINT-PIERRE (île)","BEAUTEMPS-BEAUPRE,DAUSSY,PORTIER,RAOUL (Jh),MALES","COLLIN (E),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_982_Pub_1843_Corr_1878/file/ARCHIVES_CM_982_Pub_1843_Corr_1878.7z,,,,
982,CM_982_Pub_1843_Ed_1918_Corr_1924,1843,0,1/17 800,Dépôt Général de la Marine.,GA (85 x 58 cm),"ATLANTIQUE,AMERIQUE DU NORD (Côte Est)",,"TERRE-NEUVE (Côte Sud), SAINT-PIERRE (île)","BEAUTEMPS-BEAUPRE,DAUSSY,PORTIER,RAOUL (Jh),MALES","COLLIN (E),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_982_Pub_1843_Ed_1918_Corr_1924/file/ARCHIVES_CM_982_Pub_1843_Ed_1918_Corr_1924.7z,,,,
983,CM_983_Pub_1843_Ed_1848,1843,0,1/515 400,Dépôt Général de la Marine.,DA (57 x 41 cm),"MEDITERRANEE,TYRRHENIENNE (Mer)",ITALIE (Côte Ouest),"CORSE, LIVOURNE, TIBRE (Embouchure)","BEAUTEMPS-BEAUPRE,DAUSSY,PORTIER,RAOUL (Jh),MALES","COLLIN (E),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_983_Pub_1843_Ed_1848/file/ARCHIVES_CM_983_Pub_1843_Ed_1848.7z,,,,
984,CM_984_Pub_1843_Ed_1869,1843,0,1/385 150,Dépôt Général de la Marine.,GA (86 x 56 cm),MEDITERRANEE,TUNISIE,"SICILE (Canal), SICILE",BEAUTEMPS-BEAUPRE,"BOUCLET,BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_984_Pub_1843_Ed_1869/file/ARCHIVES_CM_984_Pub_1843_Ed_1869.7z,,,,
985,CM_985_Pub_1843,1843,1899,1/3 643 500,Dépôt Général de la Marine.,GA (87 x 58 cm),PACIFIQUE,POLYNESIE FRANCAISE,"TAITI (Archipel), SOCIETE (îles), POMOTOU (Archipel), TUAMOTU (Archipel), NOUKA-HIVA (Archipel), MARQUISES (îles), AUSTRALES (îles)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_985_Pub_1843/file/ARCHIVES_CM_985_Pub_1843.7z,,,,
985,CM_985_Pub_1843_Ed_1872,1843,1899,1/3 643 500,Dépot des Cartes et Plans de la Marine.,GA (87 x 58 cm),PACIFIQUE,POLYNESIE FRANCAISE,"TAITI (Archipel), SOCIETE (îles), POMOTOU (Archipel), TUAMOTU (Archipel), NOUKA-HIVA (Archipel), MARQUISES (îles), AUSTRALES (îles)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_985_Pub_1843_Ed_1872/file/ARCHIVES_CM_985_Pub_1843_Ed_1872.7z,,,,
985,CM_985_Pub_1843_Ed_1888_Corr_1892,1843,1899,1/3 643 500,Dépot des Cartes et Plans de la Marine.,GA (87 x 58 cm),PACIFIQUE,POLYNESIE FRANCAISE,"TAITI (Archipel), SOCIETE (îles), POMOTOU (Archipel), TUAMOTU (Archipel), NOUKA-HIVA (Archipel), MARQUISES (îles), AUSTRALES (îles)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_985_Pub_1843_Ed_1888_Corr_1892/file/ARCHIVES_CM_985_Pub_1843_Ed_1888_Corr_1892.7z,,,,
986,CM_986_Pub_1843,1843,0,1/269 350,Dépôt Général de la Marine.,39 x 25 in DA (53 x 39 cm),"INDIEN (Océan),MOZAMBIQUE (Canal)",COMORES,MAYOTTE (île),,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_986_Pub_1843/file/ARCHIVES_CM_986_Pub_1843.7z,,,,
986,CM_986_Pub_1843_Ed_1881,1843,0,,Dépôt Général de la Marine.,39 x 25 in DA (53 x 39 cm),"INDIEN (Océan),MOZAMBIQUE (Canal)",COMORES,MAYOTTE (île),,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_986_Pub_1843_Ed_1881/file/ARCHIVES_CM_986_Pub_1843_Ed_1881.7z,,,,
986,CM_986_Pub_1843_Ed_1916_Corr_1954,1843,0,,Dépôt Général de la Marine.,39 x 25 in DA (53 x 39 cm),"INDIEN (Océan),MOZAMBIQUE (Canal)",COMORES,MAYOTTE (île),,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_986_Pub_1843_Ed_1916_Corr_1954/file/ARCHIVES_CM_986_Pub_1843_Ed_1916_Corr_1954.7z,,,,
987,CM_987_Pub_1843_Ed_1919_Corr_1919,1843,2000,1/34 245,Dépôt Général de la Marine.,GA (85 x 56 cm),"INDIEN (Océan),MOZAMBIQUE (Canal)",COMORES,MAYOTTE (île - Côte Sud-Est),,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_987_Pub_1843_Ed_1919_Corr_1919/file/ARCHIVES_CM_987_Pub_1843_Ed_1919_Corr_1919.7z,,,,
987,CM_987_Pub_1843_Ed_1990_Corr_2000,1843,2000,1/35 000,"Service Hydrographique et Océanographique de la Marine, France.",GA (85 x 56 cm),"INDIEN (Océan),MOZAMBIQUE (Canal)",COMORES,MAYOTTE (île - Côte Sud-Est),,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_987_Pub_1843_Ed_1990_Corr_2000/file/ARCHIVES_CM_987_Pub_1843_Ed_1990_Corr_2000.7z,,,,
988,CM_988_Pub_1843_Ed_1850,1843,1910,1/156 050,Dépôt Général de la Marine.,GA (85 x 59 cm),"INDIEN (Océan),MOZAMBIQUE (Canal)",MADAGASCAR (Côte Nord-Ouest),"NOSY LAVA, NOSSI, BE",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_988_Pub_1843_Ed_1850/file/ARCHIVES_CM_988_Pub_1843_Ed_1850.7z,,,,
988,CM_988_Pub_1843_Ed_1895_Corr_1910,1843,1910,1/156 050,Dépôt Général de la Marine.,GA (85 x 59 cm),"INDIEN (Océan),MOZAMBIQUE (Canal)",MADAGASCAR (Côte Nord-Ouest),"NOSY LAVA, NOSSI, BE",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_988_Pub_1843_Ed_1895_Corr_1910/file/ARCHIVES_CM_988_Pub_1843_Ed_1895_Corr_1910.7z,,,,
989,CM_989_Pub_1843_Ed_1866,1843,1900,1/34 570,Dépôt Général de la Marine.,DA (58 x 43 cm),"INDIEN (Océan),MOZAMBIQUE (Canal)",MADAGASCAR (Côte Ouest),NOSSI-BE (île - Côte Sud),,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_989_Pub_1843_Ed_1866/file/ARCHIVES_CM_989_Pub_1843_Ed_1866.7z,,,,
989,CM_989_Pub_1843_Ed_1895,1843,1900,1/34 570,Dépôt Général de la Marine.,DA (58 x 43 cm),"INDIEN (Océan),MOZAMBIQUE (Canal)",MADAGASCAR (Côte Ouest),NOSSI-BE (île - Côte Sud),,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_989_Pub_1843_Ed_1895/file/ARCHIVES_CM_989_Pub_1843_Ed_1895.7z,,,,
990,CM_990_Pub_1843,1843,1904,1/28 150,Dépôt Général de la Marine.,DA (56 x 45 cm),"INDIEN (Océan),MOZAMBIQUE (Canal)",MADAGASCAR (Côte Nord-Ouest),"BAVATOUBE, AMBAVOTOBY (Baie), DALRYMPLE (Baie)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_990_Pub_1843/file/ARCHIVES_CM_990_Pub_1843.7z,,,,
990,CM_990_Pub_1843_Ed_1879_Corr_1902,1843,1904,1/28 150,Dépôt Général de la Marine.,DA (56 x 45 cm),"INDIEN (Océan),MOZAMBIQUE (Canal)",MADAGASCAR (Côte Nord-Ouest),"BAVATOUBE, AMBAVOTOBY (Baie), DALRYMPLE (Baie)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_990_Pub_1843_Ed_1879_Corr_1902/file/ARCHIVES_CM_990_Pub_1843_Ed_1879_Corr_1902.7z,,,,
992,CM_992_Pub_1843,1843,0,1/10 000,Dépôt Général de la Marine.,DA (56 x 40 cm),INDIEN (Océan),,"BOURBON (île), LA REUNION (île), SAINT-DENIS (Mouillage)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_992_Pub_1843/file/ARCHIVES_CM_992_Pub_1843.7z,,,,
992,CM_992_Pub_1843_Ed_1914_Corr_1949,1843,0,1/10 000,"Dépôt Général de la Marine, Paris.",DA (56 x 40 cm),INDIEN (Océan),,"BOURBON (île), LA REUNION (île), SAINT-DENIS (Mouillage)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_992_Pub_1843_Ed_1914_Corr_1949/file/ARCHIVES_CM_992_Pub_1843_Ed_1914_Corr_1949.7z,,,,
993,CM_993_Pub_1843,1843,1914,1/23 300,Dépôt Général de la Marine.,DA (56 x 40 cm),"INDIEN (Océan),ROUGE (Mer)",YEMEN,"MOKA (Rade), MOKHA (Rade)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_993_Pub_1843/file/ARCHIVES_CM_993_Pub_1843.7z,,,,
994,CM_994_Pub_1843,1843,1890,,Dépôt Général de la Marine.,DA (56 x 42 cm),"INDIEN (Océan),ARABIE (Mer),AFRIQUE (Côte Est)",,"SOCOTRA (île), ASIR (Ras)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_994_Pub_1843/file/ARCHIVES_CM_994_Pub_1843.7z,,,,
995,CM_995_Pub_1843,1843,1890,,Dépôt Général de la Marine.,DA (56 x 42 cm),"INDIEN (Océan),ADEN (Golfe),AFRIQUE (Côte Est)",YEMEN,,,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_995_Pub_1843/file/ARCHIVES_CM_995_Pub_1843.7z,,,,
996,CM_996_Pub_1843,1843,1890,,Dépôt Général de la Marine.,42 x 14 in DA (56 x 42 cm),"INDIEN (Océan),ADEN (Golfe)","YEMEN,SOMALIE","ADEN (Cap), BUNDER-KASSEM",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_996_Pub_1843/file/ARCHIVES_CM_996_Pub_1843.7z,,,,
