NUMERO_CARTE,NOM_FICHIER,DATEPUBF,DATSUPF,ECHELLE,EDIT,FORMAT,ZONE,PAYS,REGION,AUTEUR,AURSECD,lien,LONGWEST,LONGEST,LATSUD,LATNORD
5030,CM_5030_Pub_1898,1898,1980,1/10 000,Service Hydrographique de la Marine.,DA (58 x 41 cm),"ATLANTIQUE,IRLANDE (Mer)",ANGLETERRE (Côte Ouest),HOLYHEAD (Port),,"LATEUR,VIALARD",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5030_Pub_1898/file/ARCHIVES_CM_5030_Pub_1898.7z,-4.6566667,-4.565,53.3016666999999,53.34
5030,CM_5030_Pub_1898_Corr_1931,1898,1980,1/10 000,Service Hydrographique de la Marine.,DA (58 x 41 cm),"ATLANTIQUE,IRLANDE (Mer)",ANGLETERRE (Côte Ouest),HOLYHEAD (Port),,"LATEUR,VIALARD",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5030_Pub_1898_Corr_1931/file/ARCHIVES_CM_5030_Pub_1898_Corr_1931.7z,-4.6566667,-4.565,53.3016666999999,53.34
5030,CM_5030_Pub_1898_Ed_1967_GC_1976_Corr_1980,1898,1980,1/10 000,"Service Hydrographique et Océanographique de la Marine, Paris.",DA (58 x 41 cm),"ATLANTIQUE,IRLANDE (Mer)",ANGLETERRE (Côte Ouest),HOLYHEAD (Port),,"LATEUR,VIALARD",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5030_Pub_1898_Ed_1967_GC_1976_Corr_1980/file/ARCHIVES_CM_5030_Pub_1898_Ed_1967_GC_1976_Corr_1980.7z,-4.6566667,-4.565,53.3016666999999,53.34
5031,CM_5031_Pub_1899,1899,1939,1/69 100,Service Hydrographique de la Marine.,GA (93 x 64 cm),"ATLANTIQUE,NORD (Mer)","HOLLANDE,ALLEMAGNE","EMS (Embouchure), SCHIERMONNIKOOG, JUIST (île)",,"GORVEL,BISCAY (E)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5031_Pub_1899/file/ARCHIVES_CM_5031_Pub_1899.7z,6.1372222,7.2622222,53.2999999999999,53.7
5031,CM_5031_Pub_1899_Corr_1938,1899,1939,1/69 100,Service Hydrographique de la Marine.,GA (93 x 64 cm),"ATLANTIQUE,NORD (Mer)","HOLLANDE,ALLEMAGNE","EMS (Embouchure), SCHIERMONNIKOOG, JUIST (île)",,"GORVEL,BISCAY (E)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5031_Pub_1899_Corr_1938/file/ARCHIVES_CM_5031_Pub_1899_Corr_1938.7z,6.1372222,7.2622222,53.2999999999999,53.7
5032,CM_5032_Pub_1899,1899,1930,1/14 400,Service Hydrographique de la Marine.,DA (64 x 44 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),ARGUENON (Baie),"BEAUTEMPS-BEAUPRE,ROLLET DE L'ISLE","DELAUNE,DUMAS-VORZET (Er)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5032_Pub_1899/file/ARCHIVES_CM_5032_Pub_1899.7z,-2.2611111,-2.1711111,48.5686110999999,48.6555556
5032,CM_5032_Pub_1899_Corr_1925,1899,1930,1/14 400,Service Hydrographique de la Marine.,DA (64 x 44 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),ARGUENON (Baie),"BEAUTEMPS-BEAUPRE,ROLLET DE L'ISLE","DELAUNE,DUMAS-VORZET (Er)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5032_Pub_1899_Corr_1925/file/ARCHIVES_CM_5032_Pub_1899_Corr_1925.7z,-2.2611111,-2.1711111,48.5686110999999,48.6555556
5094,CM_5094_Pub_1902,1902,1978,1/112 870,Service Hydrographique de la Marine.,GA (97 x 69 cm),"ATLANTIQUE,MANCHE,NORD (Mer)","ANGLETERRE (Côte Sud-Est),FRANCE (Côte Nord),BELGIQUE","PAS DE CALAIS, NIEUPORT, BOULOGNE",,"HUGUET,DUMAS-VORZET (Er),DELAUNE",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5094_Pub_1902/file/ARCHIVES_CM_5094_Pub_1902.7z,1.175,2.7527778,50.6991666999999,51.4013889
5094,CM_5094_Pub_1902_Ed_1922_Corr_1935,1902,1978,1/112 870,Service Hydrographique de la Marine.,GA (97 x 69 cm),"ATLANTIQUE,MANCHE,NORD (Mer)","ANGLETERRE (Côte Sud-Est),FRANCE (Côte Nord),BELGIQUE","PAS DE CALAIS, NIEUPORT, BOULOGNE",,"HUGUET,DUMAS-VORZET (Er),DELAUNE",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5094_Pub_1902_Ed_1922_Corr_1935/file/ARCHIVES_CM_5094_Pub_1902_Ed_1922_Corr_1935.7z,1.175,2.7527778,50.6991666999999,51.4013889
5094,CM_5094_Pub_1902_Ed_1973_GC_1977_Corr_1978,1902,1978,1/112 870,"Service Hydrographique et Océanographique de la Marine, Paris.",GA (97 x 69 cm),"ATLANTIQUE,MANCHE,NORD (Mer)","ANGLETERRE (Côte Sud-Est),FRANCE (Côte Nord),BELGIQUE","PAS DE CALAIS, NIEUPORT, BOULOGNE",,"HUGUET,DUMAS-VORZET (Er),DELAUNE",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5094_Pub_1902_Ed_1973_GC_1977_Corr_1978/file/ARCHIVES_CM_5094_Pub_1902_Ed_1973_GC_1977_Corr_1978.7z,1.175,2.7527778,50.6991666999999,51.4013889
5217,CM_5217_Pub_1903,1903,0,1/99 700,Service Hydrographique de la Marine.,GA (92 x 62 cm),MEDITERRANEE,,"BALEARES (îles), IVICE (île), FORMENTERA (île)","LINDEN,LECLERE G",,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5217_Pub_1903/file/ARCHIVES_CM_5217_Pub_1903.7z,1.0627778,1.7797222,38.5,39.3333333
5279,CM_5279_Pub_1907_Ed_1934_Remp_1950,1907,0,1/13 000 000,Service Hydrographique de la Marine.,GA (93 x 64 cm),"ATLANTIQUE,AMERIQUE DU NORD (Côte Est),AMERIQUE DU SUD (Côte Nord),AFRIQUE (Côte Ouest)","ANGLETERRE,FRANCE,ESPAGNE,PORTUGAL",,,"HUGUET,DUMAS-VORZET (Er)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5279_Pub_1907_Ed_1934_Remp_1950/file/ARCHIVES_CM_5279_Pub_1907_Ed_1934_Remp_1950.7z,-98.1666666999999,13.8333333,-8.5,56.5
5280,CM_5280_Pub_1907_Ed_1937_Remp_1949,1907,0,1/13 000 000,"Service Hydrographique de la Marine, Paris.",GA (95 x 66 cm),"ATLANTIQUE,AMERIQUE DU SUD,AFRIQUE (Côte Ouest)",,,,"HUGUET,DUMAS-VORZET (Er)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5280_Pub_1907_Ed_1937_Remp_1949/file/ARCHIVES_CM_5280_Pub_1907_Ed_1937_Remp_1949.7z,-82.1666666999999,32.3333333,-57,9.8333333
5316,CM_5316_Pub_1909,1909,0,1/120 000,Service Hydrographique de la Marine.,GA (95 x 67 cm),ATLANTIQUE,FRANCE (Côte Ouest),"BREST (Abords), OUESSANT (île), PENMARC'H (Pointe), PENMARC'H","HUGUET,DUMAS-VORZET (Er),DELAUNE","HUGUET,DUMAS-VORZET (Er),DELAUNE (E)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5316_Pub_1909/file/ARCHIVES_CM_5316_Pub_1909.7z,-5.6166667,-4.0666667,47.8083333,48.5249999999999
5350,CM_5350_Pub_1911,1911,0,1/45 500,Service Hydrographique de la Marine.,GA (95 x 67 cm),ATLANTIQUE,FRANCE (Côte Ouest),"BREST (Rade), DOUARNENEZ (Baie), GRAND MINOU (Pointe), PENHARN (Pointe)","GERMAIN (A),RENAUD (J),LA PORTE (F)","VAVASSEUR,DELAUNE (E),DUMAS-VORZET (Er)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5350_Pub_1911/file/ARCHIVES_CM_5350_Pub_1911.7z,-4.6466667,-4.2327778,48.0555555999999,48.4527778
5375,CM_5375_Pub_1910,1910,1946,1/1 297 240,Service Hydrographique de la Marine.,DA (66 x 45 cm),"ARCTIQUE,ATLANTIQUE,GROENLAND (Mer)",,SPITZBERG,,"LINDEN,BIZET (A)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5375_Pub_1910/file/ARCHIVES_CM_5375_Pub_1910.7z,7.8333333,32.8333333,73.5,81.2999999999999
5375,CM_5375_Pub_1910_Ed_1930_Corr_1939,1910,1946,1/1 297 240,"Service Hydrographique de la Marine, Paris.",DA (66 x 45 cm),"ARCTIQUE,ATLANTIQUE,GROENLAND (Mer)",,SPITZBERG,,"LINDEN,BIZET (A)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5375_Pub_1910_Ed_1930_Corr_1939/file/ARCHIVES_CM_5375_Pub_1910_Ed_1930_Corr_1939.7z,7.8333333,32.8333333,73.5,81.2999999999999
5376,CM_5376_Pub_1911,1911,1980,1/25 000,Service Hydrographique de la Marine.,GA (95 x 68 cm),INDIEN (Océan),MADAGASCAR (Côte Nord-Est),RIGNY (Baie - Abords),"COURTIER,LE MEE,SEYCHAL,DELAHAYE,NANTES (De),BANON,LAFARGUE,DUBUISSON,PICARD,GESLIN,MARRAST","DELAUNE (E),CHAUSSEBLANCHE (J),RITTER (P)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5376_Pub_1911/file/ARCHIVES_CM_5376_Pub_1911.7z,49.1694444,49.4236111,-12.4788888999999,-12.3227778
5376,CM_5376_Pub_1911_Corr_1938,1911,1980,1/25 000,"Service Hydrographique de la Marine, Paris.",GA (95 x 68 cm),INDIEN (Océan),MADAGASCAR (Côte Nord-Est),RIGNY (Baie - Abords),"COURTIER,LE MEE,SEYCHAL,DELAHAYE,NANTES (De),BANON,LAFARGUE,DUBUISSON,PICARD,GESLIN,MARRAST","DELAUNE (E),CHAUSSEBLANCHE (J),RITTER (P)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5376_Pub_1911_Corr_1938/file/ARCHIVES_CM_5376_Pub_1911_Corr_1938.7z,49.1694444,49.4236111,-12.4788888999999,-12.3227778
5377,CM_5377_Pub_1912,1912,1985,1/148 000,Service Hydrographique de la Marine.,GA (95 x 66 cm),PACIFIQUE,JAPON,"KIUSHU (Côte Ouest), KYUSHU (Côte Ouest), GO TO (îles), OMURA (Golfe), HIRADO (Détroit), NOMO SAKI",,"DELAUNE (E),VAVASSEUR (F),BISCAY (E)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5377_Pub_1912/file/ARCHIVES_CM_5377_Pub_1912.7z,128.5166667,130.038888899999,32.5083332999999,33.3916667
5377,CM_5377_Pub_1912_Ed_1930_Corr_1951,1912,1985,1/148 000,Service Hydrographique de la Marine.,GA (95 x 66 cm),PACIFIQUE,JAPON,"KIUSHU (Côte Ouest), KYUSHU (Côte Ouest), GO TO (îles), OMURA (Golfe), HIRADO (Détroit), NOMO SAKI",,"DELAUNE (E),VAVASSEUR (F),BISCAY (E)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5377_Pub_1912_Ed_1930_Corr_1951/file/ARCHIVES_CM_5377_Pub_1912_Ed_1930_Corr_1951.7z,128.5166667,130.038888899999,32.5083332999999,33.3916667
5377,CM_5377_Pub_1912_Ed_1930_GC_1976_Corr_1984,1912,1985,1/148 000,"Service Hydrographique et Océanographique de la Marine, Paris.",GA (95 x 66 cm),PACIFIQUE,JAPON,"KIUSHU (Côte Ouest), KYUSHU (Côte Ouest), GO TO (îles), OMURA (Golfe), HIRADO (Détroit), NOMO SAKI",,"DELAUNE (E),VAVASSEUR (F),BISCAY (E)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5377_Pub_1912_Ed_1930_GC_1976_Corr_1984/file/ARCHIVES_CM_5377_Pub_1912_Ed_1930_GC_1976_Corr_1984.7z,128.5166667,130.038888899999,32.5083332999999,33.3916667
5378,CM_5378_Pub_1908,1908,1912,1/6 250,Service Hydrographique de la Marine.,QA (46 x 30 cm),"ATLANTIQUE,AFRIQUE (Côte Ouest)",MAURITANIE,"LEVRIER (Baie), REPOS (Baie), PORT ETIENNE, NOUADHIBOU (Port)","TERRIER,GERARD",ROUX (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5378_Pub_1908/file/ARCHIVES_CM_5378_Pub_1908.7z,-17.0630555999999,-17.0352777999999,20.9216666999999,20.9386110999999
5379,CM_5379_Pub_1910,1910,1987,1/244 800,Service Hydrographique de la Marine.,GA (96 x 65 cm),"ATLANTIQUE,NORVEGE (Mer)",ISLANDE (Côte Nord),"AKREYRI (Port), SIGLUFJORDR, LANGANES",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5379_Pub_1910/file/ARCHIVES_CM_5379_Pub_1910.7z,-19.5708333,-14.2708333,65.6205556,67.0455556
5379,CM_5379_Pub_1910_Ed_1922_Remp_1940_Corr_1943,1910,1987,1/244 800,Service Hydrographique de la Marine.,GA (96 x 65 cm),"ATLANTIQUE,NORVEGE (Mer)",ISLANDE (Côte Nord),"AKREYRI (Port), SIGLUFJORDR, LANGANES",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5379_Pub_1910_Ed_1922_Remp_1940_Corr_1943/file/ARCHIVES_CM_5379_Pub_1910_Ed_1922_Remp_1940_Corr_1943.7z,-19.5708333,-14.2708333,65.6205556,67.0455556
5379,CM_5379_Pub_1910_Ed_1940_Corr_1986,1910,1987,1/244 800,"Service Hydrographique de la Marine, Paris.",GA (96 x 65 cm),"ATLANTIQUE,NORVEGE (Mer)",ISLANDE (Côte Nord),"AKREYRI (Port), SIGLUFJORDR, LANGANES",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5379_Pub_1910_Ed_1940_Corr_1986/file/ARCHIVES_CM_5379_Pub_1910_Ed_1940_Corr_1986.7z,-19.5708333,-14.2708333,65.6205556,67.0455556
5380,CM_5380_Pub_1910,1910,1996,1/308 655,Service Hydrographique de la Marine.,GA (95 x 66 cm),"ATLANTIQUE,AFRIQUE (Côte Est),GUINEE (Golfe)",CAMEROUN,"KAMERUN, BIAFRA (Baie), FERNANDO-PO (île)",,"VAVASSEUR,BISCAY (E)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5380_Pub_1910/file/ARCHIVES_CM_5380_Pub_1910.7z,8.32499999999999,10.1633333,2.1583333,4.8333333
5380,CM_5380_Pub_1910_Ed_1930_Corr_1954,1910,1996,1/308 655,"Service Hydrographique de la Marine, Paris.",GA (95 x 66 cm),"ATLANTIQUE,AFRIQUE (Côte Est),GUINEE (Golfe)",CAMEROUN,"KAMERUN, BIAFRA (Baie), FERNANDO-PO (île)",,"VAVASSEUR,BISCAY (E)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5380_Pub_1910_Ed_1930_Corr_1954/file/ARCHIVES_CM_5380_Pub_1910_Ed_1930_Corr_1954.7z,8.32499999999999,10.1633333,2.1583333,4.8333333
5380,CM_5380_Pub_1910_Ed_1930_Corr_1996,1910,1996,1/308 655,Service Hydrographique de la Marine.,GA (95 x 66 cm),"ATLANTIQUE,AFRIQUE (Côte Est),GUINEE (Golfe)",CAMEROUN,"KAMERUN, BIAFRA (Baie), FERNANDO-PO (île)",,"VAVASSEUR,BISCAY (E)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5380_Pub_1910_Ed_1930_Corr_1996/file/ARCHIVES_CM_5380_Pub_1910_Ed_1930_Corr_1996.7z,8.32499999999999,10.1633333,2.1583333,4.8333333
5428,CM_5428_Pub_1912,1912,0,1/27 500,Service Hydrographique de la Marine.,GA (95 x 65 cm),"PACIFIQUE,CHINE (Mer)","COCHINCHINE,VIETNAM","SAINT-JACQUES (Cap - Abords), GANH-RAI (Baie)","DE VANSSAY DE BLAVOUS (Pierre Marie Joseph Félix Antoine),RAGEOT DE LA TOUCHE,HUGUET (C),GORVEL (G),RITTER (P),PLANCHAT,DU PETIT-THOUARS,HUON DE KERMADEC,DE CARPENTIER,LIGNEAU,LANDRIAU,CABLAT,DOUMERC,DE LANLAY","HUGUET (C),GORVEL (G),RITTER (P)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5428_Pub_1912/file/ARCHIVES_CM_5428_Pub_1912.7z,106.9333333,107.0969444,10.25,10.4888888999999
5481,CM_5481_Pub_1913,1913,0,1/5 000,Service Hydrographique de la Marine.,DA (66 x 45 cm),ATLANTIQUE,FRANCE (Côte Ouest),BREST (Rade),"COT (D),ARNOUX",,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5481_Pub_1913/file/ARCHIVES_CM_5481_Pub_1913.7z,-4.5283333,-4.4838889,48.3619443999999,48.3830555999999
5481,CM_5481_Pub_1913_Ed_1962,1913,0,1/5 000,"Service Hydrographique de la Marine, Paris.",DA (66 x 45 cm),ATLANTIQUE,FRANCE (Côte Ouest),BREST (Rade),"COT (D),ARNOUX",,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5481_Pub_1913_Ed_1962/file/ARCHIVES_CM_5481_Pub_1913_Ed_1962.7z,-4.5283333,-4.4838889,48.3619443999999,48.3830555999999
5495,CM_5495_Pub_1917_Corr_1920,1917,2013,1/152 000,Service Hydrographique de la Marine.,GA (96 x 65 cm),"PACIFIQUE,CHINE (Mer)","INDOCHINE,VIETNAM","SAINT-JACQUES (Cap - Abords), CUA BA LAI, KE GA (Pointe)","DE VANSSAY DE BLAVOUS (Pierre Marie Joseph Félix Antoine),COT (Donatien François Pierre Jean),RICARD (L),FICHOT (Lazare Eugène),COURTIER (André),MORET (E),GORVEL (G),BISCAY (E)",,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5495_Pub_1917_Corr_1920/file/ARCHIVES_CM_5495_Pub_1917_Corr_1920.7z,106.662499999999,107.9958333,9.9388889,10.8333333
5497,CM_5497_Pub_1918,1918,0,1/14 400,Service Hydrographique de la Marine.,GA (96 x 66 cm),ATLANTIQUE,FRANCE (Côte Ouest),BREST (Rade),GERMAIN,"VAVASSEUR (F),GORVEL (G),RITTER (P)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5497_Pub_1918/file/ARCHIVES_CM_5497_Pub_1918.7z,-4.5611111,-4.4347222,48.2761111,48.4005555999999
5564,CM_5564_Pub_1922_Ed_1927_Remp_1945_Corr_1971,1922,1979,1/60 500,"Service Hydrographique de la Marine, Paris.",GA (94 x 65 cm),"PACIFIQUE,CHINE (Mer)",VIETNAM,"ANNAM, NHATRANG (Abords), HONNAI (Pointe), MUI BAN THAN","FICHOT (R),VANSSAY (P.De),LESAGE (G),COURTIER (A),VILLAIN (C),CATHENOD (H),BOUTAN (J),LAPEROUSE (De),VOISIN,ANDRE","GORVEL,FORCE (Ch),DUMAS-VORZET (P)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5564_Pub_1922_Ed_1927_Remp_1945_Corr_1971/file/ARCHIVES_CM_5564_Pub_1922_Ed_1927_Remp_1945_Corr_1971.7z,109.0555556,109.416666699999,11.9166667,12.4333332999999
5608,CM_5608_Pub_1923,1923,0,1/106 370,Service Hydrographique de la Marine.,DA (66 x 45 cm),"ATLANTIQUE,AFRIQUE (Côte Ouest)",GABON,"BANDA (Pointe), KOUNDA (Pointe)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5608_Pub_1923/file/ARCHIVES_CM_5608_Pub_1923.7z,10.9166667,11.5486111,-4.2,-3.7666667
5608,CM_5608_Pub_1923_Ed_1962_Corr_1970,1923,0,1/106 220,"Service Hydrographique de la Marine, Paris.",DA (66 x 45 cm),"ATLANTIQUE,AFRIQUE (Côte Ouest)",GABON,"BANDA (Pointe), KOUNDA (Pointe)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5608_Pub_1923_Ed_1962_Corr_1970/file/ARCHIVES_CM_5608_Pub_1923_Ed_1962_Corr_1970.7z,10.9166667,11.5486111,-4.2,-3.7666667
5609,CM_5609_Pub_1923,1923,0,1/20 000,Service Hydrographique de la Marine.,GA (98 x 65 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),"HEU (Pointe), BARFLEUR (Pointe)","COT (D),CATHENOD (H),MARTI (P),KRUG-BASSE (J),JOSENHANS (M),FICHOT (E)",,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5609_Pub_1923/file/ARCHIVES_CM_5609_Pub_1923.7z,-1.5305556,-1.2566667,49.6541666999999,49.7708333
5609,CM_5609_Pub_1928,1928,0,1/20 000,Service Hydrographique de la Marine.,GA (98 x 65 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),"HEU (Pointe), BARFLEUR (Pointe)","COT (D),CATHENOD (H),MARTI (P),KRUG-BASSE (J),JOSENHANS (M),FICHOT (E)",,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5609_Pub_1928/file/ARCHIVES_CM_5609_Pub_1928.7z,-1.5305556,-1.2566667,49.6541666999999,49.7708333
5609,CM_5609_Pub_1928_Ed_2009,1928,0,1/20 000,Service Hydrographique de la Marine.,GA (98 x 65 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),"HEU (Pointe), BARFLEUR (Pointe)","COT (D),CATHENOD (H),MARTI (P),KRUG-BASSE (J),JOSENHANS (M),FICHOT (E)",,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5609_Pub_1928_Ed_2009/file/ARCHIVES_CM_5609_Pub_1928_Ed_2009.7z,-1.5305556,-1.2566667,49.6541666999999,49.7708333
5610,CM_5610_Pub_1923,1923,0,1/50 000,Service Hydrographique de la Marine.,GA (96 x 64 cm),"ATLANTIQUE,AMERIQUE DU SUD (Côte Est)",BRESIL,"RIO DE JANEIRO (Baie), GUANABARA (Baie)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5610_Pub_1923/file/ARCHIVES_CM_5610_Pub_1923.7z,-43.3680749999999,-42.9799209999999,-23.135873,-22.64178
5610,CM_5610_Pub_1923_Corr_1924,1923,0,1/50 000,Service Hydrographique de la Marine.,GA (96 x 64 cm),"ATLANTIQUE,AMERIQUE DU SUD (Côte Est)",BRESIL,"RIO DE JANEIRO (Baie), GUANABARA (Baie)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5610_Pub_1923_Corr_1924/file/ARCHIVES_CM_5610_Pub_1923_Corr_1924.7z,-43.3680749999999,-42.9799209999999,-23.135873,-22.64178
5610,CM_5610_Pub_1923_Ed_1957_GC_1978_Corr_1986,1923,0,1/50 000,Service Hydrographique de la Marine.,GA (96 x 64 cm),"ATLANTIQUE,AMERIQUE DU SUD (Côte Est)",BRESIL,"RIO DE JANEIRO (Baie), GUANABARA (Baie)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5610_Pub_1923_Ed_1957_GC_1978_Corr_1986/file/ARCHIVES_CM_5610_Pub_1923_Ed_1957_GC_1978_Corr_1986.7z,-43.3680749999999,-42.9799209999999,-23.135873,-22.64178
5645,CM_5645_Pub_1928,1928,0,1/15 000,Service Hydrographique de la Marine.,GA (99 x 69 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),"SAINT-MALO (Rade), DECOLLE (Pointe), ROTHENEUF (Pointe)","COURTIER (A),VILLAIN (C),CATHENOD (H),DAMIANI (L),CHAVANIER (C),GOUGENHEIM (A),GERSON (P),LEGRAND (H)","MUNZINGER,MONIER,VAVASSEUR (F)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_5645_Pub_1928/file/ARCHIVES_CM_5645_Pub_1928.7z,-2.1358333,-1.9338889,48.6236110999999,48.7163888999999
